ID,Year,Date ,Database,Location ,"City, Country",Origin,Transit,Destination,Weight (kg) ,Number,Airline ,Mode of Transport,Method of Detection,Obfuscation Method,Species
662,2014,20-Apr-14,Ivory,Beijing Capital Airport,"Beijing, China",Guinea,,"Beijing, China",1.61,,,Unknown,,,
663,2014,1-May-14,Ivory,Guangzhou Baiyun Airport,"Guangzhou, China","Lagos, Nigeria","Doha, Qatar","Guangzhou, China",39.5,,,Unknown,,30.95,
664,2014,9-May-14,Ivory,Heathrow Airport,"London, United Kingdom",,,,10,,,Unknown,,,
665,2014,12-May-14,Ivory,Kigali Airport,"Kigali, Rwanda",DR Congo,"Kigali, Rwanda",China,2.5,,,Unknown,Intercepted at Check Point,,
666,2014,13-May-14,Ivory,Lilongwe Airport,"Lilongwe, Malawi",,,,1.1,,,Unknown,,,
667,2014,14-May-14,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya",,,,1,,,Unknown,,,
668,2014,1-Jun-14,Ivory,Chileka Airport,"Blantyre, Malawi",,,,487,,,Unknown,,,
669,2014,4-Jun-14,Ivory,Qingdao Liuting Airport,"Qingdao, China","Nagoya, Japan",,"Qingdao, China",24.31,,"Flight MU744 (China Eastern Airlines, Nagoya->Qingdao)",Luggage,,,
670,2014,10-Jun-14,Ivory,Hong Kong Airport,"Hong Kong, China",Angola,"Ethiopia; Hong Kong, China; South Korea",Cambodia,790,,,Unknown,,,
671,2014,10-Jun-14,Ivory,Tan Son Nhat Airport,"Ho Chi Minh City, Vietnam",Nigeria,"Doha, Qatar","Ho Chi Minh City, Vietnam",110,,,Airfreight,Custom Clearance,,
672,2014,10-Jun-14,Ivory,Murtala Mohammed Airport,"Lagos, Nigeria",,,,190.05,,,Passenger Belonging & Luggage,,,
673,2014,22-Jun-14,Ivory,Tan Son Nhat Airport,"Ho Chi Minh City, Vietnam",Nigeria,"Doha, Qatar","Ho Chi Minh City, Vietnam",90,,,Airfrieght,,,
674,2014,3-Jul-14,Ivory,Urumqi Diwopu Airport,"Urumqi, China",,,,,,,Unknown,,,
675,2014,9-Jul-14,Ivory,Shanghai Pudong Airport,"Shanghai, China","Addis Ababa, Ethiopia",,"Shanghai, China",4.3,,ET682,Luggage,,,
676,2014,28-Jul-14,Ivory,Suvarnabhumi Airport,"Bangkok, Thailand","Abidjan, Ivory Coast","Addis Ababa, Ethiopia; Bangkok, Thailand","Siem Reap, Cambodia",60,,,Unknown,,,
677,2014,2-Sep-14,Ivory,Yaounde-Nsimalen Airport,"Yaounde, Cameroon",,,,,,,Unknown,,,
678,2014,6-Sep-14,Ivory,Murtala Mohammed Airport,"Lagos, Nigeria",,,,239.35,,,Unknown,,,
679,2014,16-Sep-14,Ivory,Lilongwe Airport,"Lilongwe, Malawi","Lilongwe, Malawi",Ethiopia,China,50,,,Unknown,,,
680,2014,28-Sep-14,Ivory,Tan Son Nhat Airport,"Ho Chi Minh City, Vietnam",,,"Ho Chi Minh City, Vietnam",40,,,Unknown,,,
681,2014,8-Oct-14,Ivory,Dubai Airport,"Dubai, UAE",,,"Dubai, UAE",,,,Luggage,,,
682,2014,18-Oct-14,Ivory,Lilongwe Airport,"Lilongwe, Malawi",,,,40,,,Unknown,,,
683,2014,18-Oct-14,Ivory,King Khalid Airport,"Riyadh, Saudi Arabia",Ethiopia,"Riyadh, Saudi Arabia",,490,,,Unknown,,,
684,2014,19-Oct-14,Ivory,Lilongwe Airport,"Lilongwe, Malawi",,,,18,,,Unknown,,,
685,2014,20-Oct-14,Ivory,Lilongwe Airport,"Lilongwe, Malawi",,,,49,,,Airfreight,,,
686,2014,26-Oct-14,Ivory,Bujumbura Airport,"Bujumbura, Burundi",,,,9,,,Unknown,,,
687,2014,11-Nov-14,Ivory,Moi Airport,"Mombasa, Kenya","Mombasa, Kenya","Dubai, UAE","Bangkok, Thailand",7.3,,,Luggage,Intercepted at Screening Point,,
688,2014,20-Nov-14,Ivory,Shenyang Taoxian Airport,"Shenyang, China",,,,14.47,,,Unknown,,,
689,2014,8-Dec-14,Ivory,Maputo Airport,"Maputo, Mozambique","Maputo, Mozambique","Johannesburg, South Africa",Thailand,43,,,Unknown,,,
690,2014,13-Dec-14,Ivory,Maputo Airport,"Maputo, Mozambique",,,,,,,Unknown,,,
691,2014,17-Dec-14,Ivory,King Shaka Airport,"Durban, South Africa",,,,,,,Personal Belonging & Luggage,Interepted at Screening Point,Plcaed in Luggage and Bangle ,
692,2015,25-Jan-15,Ivory,Entebbe Airport,"Entebbe, Uganda","Entebbe, Uganda",,"Amsterdam, Netherlands",700,,,Airfreight,Custom Clearance,Placed in boxes,
693,2015,8-Feb-15,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya","Nairobi, Kenya","Dubai, UAE","Hong Kong, China",9.12,,,Unknown,,,
694,2015,11-Feb-15,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya","Nairobi, Kenya","Dubai, UAE","Hong Kong, China",12,,,Luggage,,,
695,2015,14-Feb-15,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya",DR Congo,"Nairobi, Kenya","Mogadishu, Somalia",,,,Passenger Belonging,,,
696,2015,19-Feb-15,Ivory,Hong Kong Airport,"Hong Kong, China",Nigeria,,"Hong Kong, China",60,,,Airfreight,Dog,,
697,2015,13-Mar-15,Ivory,Tan Son Nhat Airport,"Ho Chi Minh City, Vietnam","Dubai, UAE",,"Ho Chi Minh City, Vietnam",43.5,,,Luggage,Suspicious Activity,Placed in Luggage,
698,2015,16-Mar-15,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya","Bujumbura, Burundi","Nairobi, Kenya","Bangkok, Thailand",0.07,,,Unknown,,,
699,2015,16-Mar-15,Ivory,Xiamen Gaoqi Airport,"Xiamen, China","Hong Kong, China",,"Xiamen, China",2.67,,MF8016 Xiamen Airlines,Unknown,,Powdered Milk Cans ,
700,2015,16-Mar-15,Ivory,Dubai Airport,"Dubai, UAE",,"Dubai, UAE",,200,,,Unknown,,,
701,2015,17-Mar-15,Ivory,Entebbe Airport,"Entebbe, Uganda","Entebbe, Uganda",,Singapore,500,, Etihad Airways,Airfreight,,In metallic drums covered in Shea Butter and Cassava Flour,
702,2015,25-Mar-15,Ivory,Hangzhou Xiaoshan Airport,"Hangzhou, China",,"Doha, Qatar","Hangzhou, China",1.28,,,Luggage,,,
703,2015,5-Apr-15,Ivory,Perth Airport,"Perth, Australia","Lilongwe, Malawi","Johannesburg, South Africa; Perth, Australia","Kuala Lumpur, Malaysia",110,,,Airfreight,,,
704,2015,14-Apr-15,Ivory,Suvarnabhumi Airport,"Bangkok, Thailand","Luanda, Angola","Bangkok, Thailand",Cambodia,29.5,,,Luggage,,Placed in Luggage,
705,2015,15-Apr-15,Ivory,Hohhot Baita Airport,"Hohhot, China",Belgium,,"Hohhot, China",0.65,,,Airfrieght,,"Labeled Incorrect (as ""Chocolate"")",
706,2015,16-Apr-15,Ivory,Noi Bai Airport,"Hanoi, Vietnam",France,,"Hanoi, Vietnam",60.56,,VN 18 ,Airfreight,Custom Clearance,,
707,2015,22-Apr-15,Ivory,Dubai Airport,"Dubai, UAE",Ivory Coast,"Dubai, UAE",Vietnam,300,,,Airfreight,,,
708,2015,8-May-15,Ivory,Borg El Arab Airport,"Alexandria, Egypt","Tobruk, Libia",,"Alexandria, Egypt",,,Afriqiyah Airways,Luggage,,Placed in Luggage,
709,2015,12-May-15,Ivory,Shanghai Pudong Airport,"Shanghai, China",,,,9.1,,,Passenger Clothing  ,Custom Clearance,Taillored Clothes,
710,2015,31-May-15,Ivory,Entebbe Airport,"Entebbe, Uganda","Entebbe, Uganda","London, United Kingdom; Istanbul, Turkey",Singapore,608,,,Airfreight,Custom Clearance,Labeled Incorrect (as 'videography Equipment' And 'aircraft Parts'),
711,2015,11-Jun-15,Ivory,Charles de Gaulle Airport,"Paris, France",DR Congo,"Paris, France",Vietnam,136,,,Airfreight,Custom Clearance,,
712,2015,24-Jun-15,Ivory,Maputo Airport,"Maputo, Mozambique","Maputo, Mozambique","Addis Ababa, Ethiopia",China,3,,,Unknown,,,
713,2015,25-Jun-15,Ivory,Taiwan Taoyuan Airport,"Taipei, Taiwan","Tokyo, Japan",,"Taipei, Taiwan",3,,,Unknown,,3 Sculptures,
714,2015,30-Jun-15,Ivory,Tan Son Nhat Airport,"Ho Chi Minh City, Vietnam",France,,"Ho Chi Minh City, Vietnam",2.31,,,Airfreight,Custom Clearance,"Labeled Incorrect (as ""decorative statues"")",
715,2015,2-Jul-15,Ivory,O.R. Tambo Airport,"Johannesburg, South Africa",Zimbabwe,"Johannesburg, South Africa",Vietnam,267,,,Airfreight,,"Labeled Incorrect (as ""handicrafts"")",
716,2015,3-Jul-15,Ivory,Suvarnabhumi Airport,"Bangkok, Thailand","Brazzaville, Republic of Congo","Addis Ababa, Ethiopia; Bangkok, Thailand","Vientiane, Laos",250,,,Unknown,,,
717,2015,4-Jul-15,Ivory,Juba Airport,"Juba, South Sudan","Juba, South Sudan",,Thailand,,,,Unknown,,,
718,2015,4-Jul-15,Ivory,Entebbe Airport,"Entebbe, Uganda","Entebbe, Uganda",,Singapore,912,,,Unknown,,,
719,2015,6-Jul-15,Ivory,Zurich Airport,"Zurich, Switzerland","Dar es Salaam, Tanzania","Zurich, Switzerland","Beijing, China",262,,,Luggage,Interepted at Screening Point,Paper and Foil in Lugagges,
720,2015,13-Jul-15,Ivory,Taiwan Taoyuan Airport,"Taipei, Taiwan","Hong Kong, China",,"Taipei, Taiwan",5.6,,Cathay Pacific flight,Luggage,,hidden inside peanut candy packages in checked luggage,
721,2015,12-Aug-15,Ivory,Noi Bai Airport,"Hanoi, Vietnam",,South Korea,"Hanoi, Vietnam",95.54,,,Airfreight,, packages show two Vietnamese names: Pham Van Luat and Vu Thanh Hung.,
722,2015,12-Aug-15,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya","Maputo, Mozambique","Nairobi, Kenya","London, United Kingdom",,,,Luggage,,,
723,2015,24-Aug-15,Ivory,Hong Kong Airport,"Hong Kong, China","Abuja, Nigeria","Dubai, UAE","Hong Kong, China",15,,,Luggage,Custom Clearance,tailor-made vest ,
724,2015,29-Aug-15,Ivory,Lilongwe Airport,"Lilongwe, Malawi","Lilongwe, Malawi","Addis Ababa, Ethiopia","Beijing, China",0.5,,,Passenger Clothing,X-ray,Counterfoil Papers ,
725,2015,2-Sep-15,Ivory,Hong Kong Airport,"Hong Kong, China",Zimbabwe,"Amsterdam, The Netherlands","Hong Kong, China",24,,,Airfreight,,"Labeled Incorrect (as ""decorative tiles"")",
726,2015,6-Sep-15,Ivory,Hong Kong Airport,"Hong Kong, China",Zimbabwe,"Amsterdam, The Netherlands","Hong Kong, China",51,,,Airfreight,Sawdust,"Labeled Incorrect (as ""decorative tiles"")",
727,2015,25-Sep-15,Ivory,Hong Kong Airport,"Hong Kong, China","Harare, Zimbabwe","Dubai, UAE","Hong Kong, China",13,,,luggage,Custom Clearance,tailor-made vest in check-in luggage,
728,2015,29-Sep-15,Ivory,Hong Kong Airport,"Hong Kong, China","Abuja, Nigeria","Dubai, UAE","Hong Kong, China",16,,,Passenger Clothing & Luggage,Custom Clearance,Tailor-made vest and underpants,
729,2015,4-Oct-15,Ivory,Siem Reap Airport,"Siem Reap, Cambodia",Angola,,"Siem Reap, Cambodia",46.1,,,Luggage,,placed inside luggage,
730,2015,6-Oct-15,Ivory,Harare Airport,"Harare, Zimbabwe",,,,,,,Airfreight,X-ray,,
731,2015,14-Oct-15,Ivory,Heathrow Airport,"London, United Kingdom",Angola,"London, United Kingdom","Hannover, Germany",110,,,Luggage,,,
732,2015,18-Oct-15,Ivory,N'djili Airport,"Kinshasa, DR Congo","Kinshasa, DR Congo","Paris, France","Hanoi, Vietnam",108,,,Unknown,,,
733,2015,24-Oct-15,Ivory,Harare Airport,"Harare, Zimbabwe","Harare, Zimbabwe",,Singapore,215.5,,,Luggage,,,
734,2015,2-Nov-15,Ivory,N'djili Airport,"Kinshasa, DR Congo","Kinshasa, DR Congo","Addis Ababa, Ethiopia","Beijing, China",,,,Luggage,,,
735,2015,2-Nov-15,Ivory,Hong Kong Airport,"Hong Kong, China","Harare, Zimbabwe","Dubai, UAE","Hong Kong, China",36,,,Luggage,Custom Clearance,Concealed in tailor-made vest; placed inside luggage,
736,2015,2-Nov-15,Ivory,Hong Kong Airport,"Hong Kong, China",Malaysia,,"Hong Kong, China",38.6,,,Airfreight,Custom Clearance,Dry Pet Food,
737,2015,6-Nov-15,Ivory,Hong Kong Airport,"Hong Kong, China","Abuja, Nigeria","Dubai, UAE","Hong Kong, China",16,,,Luggage,Custom Clearance,Concealed in tailor-made vest,
738,2015,7-Dec-15,Ivory,Charles de Gaulle Airport,"Paris, France",Ethiopia,"Paris, France","Hanoi, Vietnam",95.1,,,Luggage,Interepted at Screening Point,,
739,2015,19-Dec-15,Ivory,Hong Kong Airport,"Hong Kong, China",Namibia,"South Africa; Hong Kong, China",Malaysia,296,,,Airfreight,X-Ray Inspection,Labeled Incorrect,
740,2015,30-Dec-15,Ivory,Wuhan Tianhe Airport,"Wuhan, China",,,,1.45,,,Unknown,,,
741,2016,3-Jan-16,Ivory,Hong Kong Airport,"Hong Kong, China","Harare, Zimbabwe","Dubai, UAE","Hong Kong, China",18,,,Passenger Clothing,Suspicious Acitivity ,,
742,2016,9-Jan-16,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya",,,,,,,Unknown,,,
743,2016,11-Jan-16,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya",,,,,,,Unknown,,,
744,2016,11-Jan-16,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya",,,,,,,Unknown,,,
745,2016,12-Jan-16,Ivory,Murtala Mohammed Airport,"Lagos, Nigeria",,,,,,,Unknown,,,
746,2016,15-Jan-16,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya",,,,,,,Unknown,,,
747,2016,16-Jan-16,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya","Nampula, Mozambique","Nairobi, Kenya","Guangzhou, China",3.4,,,Luggage,,Placed inside luggage,
748,2016,23-Jan-16,Ivory,Chileka Airport,"Blantyre, Malawi","Blantyre, Malawi",,China,6,,,Unknown,,,
749,2016,25-Jan-16,Ivory,Dubai Airport,"Dubai, UAE",,,,173,,,Unknown,,,
750,2016,25-Jan-16,Ivory,Dalian Zhoushuizi Airport,"Dalian, China",,,,4.1,,,Luggage,X-Ray,Placed Inside Luggage,
751,2016,30-Jan-16,Ivory,Noi Bai Airport,"Hanoi, Vietnam",Angola,Malaysia,"Hanoi, Vietnam",180,,Vitenam Airlines,Luggage,,,
752,2016,16-Feb-16,Ivory,Soekarno-Hatta Airport,"Jakarta, Indonesia",Zambia,"Abu Dhabi, UAE","Jakarta, Indonesia",109.15,,,Luggage,,Placed Inside Luggage,
753,2016,26-Feb-16,Ivory,Kuala Lumpur Airport,"Kuala Lumpur, Malaysia",Angola,"Kuala Lumpur, Malaysia",,101,,,Luggage,,Placed Inside Luggage,
754,2016,26-Feb-16,Ivory,Kuala Lumpur Airport,"Kuala Lumpur, Malaysia",,"Kuala Lumpur, Malaysia","Hanoi, Vietnam",58,,,Luggage,Interepted at Screening Point,Placed Inside Luggage,
755,2016,12-Mar-16,Ivory,Guangzhou Baiyun Airport,"Guangzhou, China",,,,0.85,,,Unknown,Interepted at Screening Point,,
756,2016,14-Mar-16,Ivory,Hong Kong Airport,"Hong Kong, China","Abidjan, Ivory Coast","Dubai, UAE","Hong Kong, China",10.1,,,Luggage,Interepted at Screening Point,Placed Inside Check-In Baggage,
757,2016,15-Mar-16,Ivory,Guangzhou Baiyun Airport,"Guangzhou, China",,,,0.19,,,Luggage,"X-ray, Dogs",Placed Inside Luggage,
758,2016,18-Mar-16,Ivory,Guangzhou Baiyun Airport,"Guangzhou, China",,,,0.43,,,Luggage,"X-ray, Dogs",Placed Inside Luggage,
759,2016,27-Mar-16,Ivory,Suvarnabhumi Airport,"Bangkok, Thailand","Maputo, Mozambique","Nairobi, Kenya","Bangkok, Thailand",315.2,,,,,,
760,2016,27-Mar-16,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya","Maputo, Mozambique","Nairobi, Kenya","Bangkok, Thailand",561,,,,,,
761,2016,29-Mar-16,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya","Maputo, Mozambique","Nairobi, Kenya","Bangkok, Thailand",,,,Airfreight,Interepted at Screening Point,Placed Inside Luggage,
762,2016,1-Apr-16,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya",DR Congo,"Nairobi, Kenya",China,,,,Luggage,Interepted at Screening Point,Placed Inside Luggage,
763,2016,4-Apr-16,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya","Lagos, Nigeria","Nairobi, Kenya","Guangzhou, China",2,,,Unknown,,,
764,2016,11-Apr-16,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya",Cameroon,"Nairobi, Kenya","Guangzhou, China",,,,Unknown,,,
765,2016,18-Apr-16,Ivory,Jomo Kenyatta Airport,"Nairobi, Kenya",DR Congo,"Nairobi, Kenya",China,,,,Unknown,,,
766,2016,22-Apr-16,Ivory,Noi Bai Airport,"Hanoi, Vietnam",,"Tehran, Iran","Hanoi, Vietnam",98,,Turkish Airline ,Airfrieght,Suspicious Cargo,,
767,2016,27-May-16,Ivory,Juba Airport,"Juba, South Sudan",,,,,,,Unknown,,,
768,2016,1-Jun-16,Ivory,Charles de Gaulle Airport,"Paris, France",Angola,"Paris, France",Vietnam,142,,,,,,
769,2016,14-Jul-16,Ivory,Hong Kong Airport,"Hong Kong, China","Harare, Zimbabwe","Dubai, UAE","Hong Kong, China",39,,,Luggage,,Packed in tea bags,
770,2016,21-Jul-16,Ivory,Kuala Lumpur Airport,"Kuala Lumpur, Malaysia","Kinshasa, DR Congo","Istanbul, Turkey","Kuala Lumpur, Malaysia",1001,,Turkish Airlines,Airfrieght,Suspicious Activity,Labeled Incorrect; Fictitious Address,
771,2016,27-Jul-16,Ivory,Hong Kong Airport,"Hong Kong, China","Lagos, Nigeria","Addis Ababa, Ethiopia","Hong Kong, China",8,,,Luggage,,Wrapped in newspaper and adhesive tape,
772,2016,4-Aug-16,Ivory,Kuala Lumpur Airport,"Kuala Lumpur, Malaysia","Entebbe, Uganda","Istanbul, Turkey","Kuala Lumpur, Malaysia",111,,Turkish Airlines,Airfrieght,Result of Investigation,Labeled Incorrect,
773,2016,1-May-16,Ivory,Berlin Schonefeld Airport,"Berlin, Germany",,,,625,,,Airfrieght,Suspicious Cargo,Labeled Incorrect,
